,tconst,movie,runtime_minutes,genres,average_rating,release_date,production_budget,domestic_gross,worldwide_gross,Collections,Profit,release_year,Month,release_month,release_season,release_quarter
878,tt1470023,macgruber,90,"Action,Comedy,Romance",5.5,2010-05-21,10000000,8525600,8629895,17155495,7155495,2010,May,5,spring,Q2
2739,tt3416532,amonstercalls,108,"Animation,Drama,Fantasy",7.5,2017-01-06,43000000,3740823,46414530,50155353,7155353,2017,January,1,winter/holiday,Q1
2884,tt4034354,swissarmyman,97,"Adventure,Comedy,Drama",7.0,2016-06-24,3000000,4210454,5837111,10047565,7047565,2016,June,6,summer,Q2
2843,tt3774114,snowden,134,"Biography,Drama,Thriller",7.3,2016-09-16,50000000,21587519,35380918,56968437,6968437,2016,September,9,Fall,Q3
1496,tt1758692,likecrazy,86,"Drama,Romance",6.7,2011-10-28,250000,3395391,3728400,7123791,6873791,2011,October,10,Fall,Q4
1845,tt2025690,thefinesthours,117,"Action,Drama,History",6.8,2016-01-29,70000000,27569558,49252761,76822319,6822319,2016,January,1,winter/holiday,Q1
1026,tt1541995,snowflowerandthesecretfan,104,"Drama,History",6.1,2011-07-15,6000000,1348205,11348205,12696410,6696410,2011,July,7,summer,Q3
2964,tt4501454,themeddler,103,"Comedy,Drama,Romance",6.3,2016-04-22,3200000,4267219,5526942,9794161,6594161,2016,April,4,spring,Q2
1291,tt1663143,funsize,86,"Adventure,Comedy",5.4,2012-10-26,14000000,9409538,11166615,20576153,6576153,2012,October,10,Fall,Q4
146,tt0905372,thething,103,"Horror,Mystery,Sci-Fi",6.2,2011-10-14,38000000,16999934,27573078,44573012,6573012,2011,October,10,Fall,Q4
130,tt0872230,mysoultotake,107,"Horror,Mystery,Thriller",4.8,2010-10-08,25000000,14744435,16727470,31471905,6471905,2010,October,10,Fall,Q4
2268,tt2321549,thebabadook,94,"Drama,Horror",6.8,2014-11-28,2000000,950792,7482387,8433179,6433179,2014,November,11,Fall,Q4
432,tt1230168,samekindofdifferentasme,119,"Biography,Drama",6.5,2017-10-20,6500000,6423605,6423605,12847210,6347210,2017,October,10,Fall,Q4
1819,tt2002718,machetekills,107,"Action,Crime,Sci-Fi",5.6,2013-10-11,20000000,8008161,18273009,26281170,6281170,2013,October,10,Fall,Q4
89,tt0787524,themanwhoknewinfinity,108,"Biography,Drama",7.2,2016-04-29,10000000,3877922,12382122,16260044,6260044,2016,April,4,spring,Q2
461,tt1244754,conviction,107,"Biography,Crime,Drama",7.2,2010-10-15,12500000,6797696,11826980,18624676,6124676,2010,October,10,Fall,Q4
1497,tt1758795,thetodolist,104,"Comedy,Romance",5.8,2013-07-26,1500000,3491669,4128828,7620497,6120497,2013,July,7,summer,Q3
540,tt1291652,snabbacash,124,"Action,Crime,Drama",6.7,2012-07-11,4300000,188870,10212403,10401273,6101273,2012,July,7,summer,Q3
2984,tt4622512,battleofthesexes,121,"Biography,Comedy,Drama",6.7,2017-09-22,25000000,12638526,18445379,31083905,6083905,2017,September,9,Fall,Q3
901,tt1487931,khumba,85,"Adventure,Animation,Family",5.7,2013-12-06,15000000,0,20898221,20898221,5898221,2013,December,12,winter/holiday,Q4
1811,tt1990314,robotfrank,89,"Comedy,Crime,Drama",7.1,2012-08-17,2500000,3317468,4934356,8251824,5751824,2012,August,8,summer,Q3
1490,tt1748227,thecollection,82,"Action,Horror,Thriller",6.1,2012-11-30,10000000,6810754,8890094,15700848,5700848,2012,November,11,Fall,Q4
1964,tt2170299,badwords,89,"Comedy,Drama",6.7,2014-03-14,10000000,7779614,7843145,15622759,5622759,2014,March,3,spring,Q1
1007,tt1532958,battleoftheyear,110,"Drama,Music",5.1,2013-09-20,20000000,8888355,16723377,25611732,5611732,2013,September,9,Fall,Q3
132,tt0878835,pleasegive,87,"Comedy,Drama",6.6,2010-04-30,3000000,4033574,4570178,8603752,5603752,2010,April,4,spring,Q2
2586,tt3042592,brothers,104,Action,5.1,2015-08-14,13000000,656688,17856688,18513376,5513376,2015,August,8,summer,Q3
456,tt1242460,weneedtotalkaboutkevin,112,"Drama,Mystery,Thriller",7.5,2012-01-13,7000000,1738692,10765283,12503975,5503975,2012,January,1,winter/holiday,Q1
2543,tt2910274,obviouschild,84,"Comedy,Drama,Romance",6.8,2014-06-06,1000000,3122616,3324070,6446686,5446686,2014,June,6,summer,Q2
746,tt1430615,bigmiracle,107,"Biography,Drama,Family",6.5,2012-02-03,40000000,20157300,25268680,45425980,5425980,2012,February,2,winter/holiday,Q1
879,tt1470827,monsters,94,"Drama,Sci-Fi,Thriller",6.4,2010-10-29,500000,237301,5639730,5877031,5377031,2010,October,10,Fall,Q4
1251,tt1646974,lenomdesgens,100,"Comedy,Drama,Romance",7.2,2011-06-24,4600000,514237,9261711,9775948,5175948,2011,June,6,summer,Q2
2222,tt2277308,friendrequest,91,Thriller,4.0,2017-09-22,9900000,3759078,11310835,15069913,5169913,2017,September,9,Fall,Q3
575,tt1320291,thereef,94,"Adventure,Drama,Horror",5.8,2010-12-31,10000000,0,15037867,15037867,5037867,2010,December,12,winter/holiday,Q4
2878,tt3966404,mustang,97,Drama,7.6,2015-11-20,1400000,845464,5552584,6398048,4998048,2015,November,11,Fall,Q4
99,tt0804497,itskindofafunnystory,101,"Comedy,Drama,Romance",7.1,2010-10-08,8000000,6363628,6632950,12996578,4996578,2010,October,10,Fall,Q4
1912,tt2091473,promisedland,106,Drama,6.6,2013-01-04,15000000,7597898,12394562,19992460,4992460,2013,January,1,winter/holiday,Q1
566,tt1313092,animalkingdom,113,"Crime,Drama",7.3,2010-08-13,4200000,1044039,8078683,9122722,4922722,2010,August,8,summer,Q3
2852,tt3829920,onlythebrave,134,"Action,Biography,Drama",7.7,2017-10-20,38000000,18340051,24555177,42895228,4895228,2017,October,10,Fall,Q4
369,tt1206543,outofthefurnace,116,"Crime,Drama,Thriller",6.8,2013-12-04,22000000,11330849,15434375,26765224,4765224,2013,December,12,winter/holiday,Q4
885,tt1477837,cedarrapids,87,Comedy,6.3,2011-02-11,10000000,6861102,7862131,14723233,4723233,2011,February,2,winter/holiday,Q1
1028,tt1544600,thegracecard,101,Drama,6.6,2011-02-25,200000,2430735,2430735,4861470,4661470,2011,February,2,winter/holiday,Q1
82,tt0770802,samsara,102,"Documentary,Music",8.5,2012-08-24,4000000,2672413,5966671,8639084,4639084,2012,August,8,summer,Q3
2948,tt4337690,90minutesinheaven,121,Drama,4.8,2015-09-11,5000000,4816142,4816142,9632284,4632284,2015,September,9,Fall,Q3
1480,tt1742336,yoursisterssister,90,"Comedy,Drama",6.7,2012-06-15,120000,1597486,3090593,4688079,4568079,2012,June,6,summer,Q2
1674,tt1869425,fillybrown,80,"Drama,Music",5.7,2013-04-19,1250000,2850357,2940411,5790768,4540768,2013,April,4,spring,Q2
1309,tt1669617,homerun,82,"Drama,Family,Sport",4.2,2013-04-19,1200000,2859955,2859955,5719910,4519910,2013,April,4,spring,Q2
3122,tt5834262,hotelartemis,94,"Action,Drama,Sci-Fi",6.1,2018-06-08,15000000,6708137,12758799,19466936,4466936,2018,June,6,summer,Q2
3063,tt5147828,indivisible,78,Documentary,7.2,2018-10-26,2700000,3511417,3588305,7099722,4399722,2018,October,10,Fall,Q4
2793,tt3605418,knockknock,99,"Drama,Thriller",4.9,2015-10-09,2000000,36336,6328516,6364852,4364852,2015,October,10,Fall,Q4
1963,tt2167202,getaway,90,"Action,Crime,Thriller",4.4,2013-08-30,18000000,10501938,11813989,22315927,4315927,2013,August,8,summer,Q3
3133,tt6265828,aghoststory,92,"Drama,Fantasy,Romance",6.8,2017-07-07,100000,1594798,2769782,4364580,4264580,2017,July,7,summer,Q3
1406,tt1727776,scoutsguidetothezombieapocalypse,93,"Action,Comedy,Horror",6.3,2015-10-30,15000000,3703046,15554855,19257901,4257901,2015,October,10,Fall,Q4
1575,tt1810683,littleboy,106,"Drama,History,War",7.4,2015-04-24,20000000,6485961,17769299,24255260,4255260,2015,April,4,spring,Q2
2532,tt2870708,wishiwashere,106,"Comedy,Drama",6.7,2014-07-18,6000000,3591299,6591365,10182664,4182664,2014,July,7,summer,Q3
762,tt1437358,mientrasduermes,102,"Drama,Horror,Thriller",7.2,2012-10-26,5000000,0,9109597,9109597,4109597,2012,October,10,Fall,Q4
403,tt1216491,killthemessenger,112,"Biography,Crime,Drama",7.0,2014-10-10,5000000,2450846,6656705,9107551,4107551,2014,October,10,Fall,Q4
1510,tt1772288,dannycollins,106,"Biography,Comedy,Drama",7.0,2015-03-20,10000000,5637066,8465845,14102911,4102911,2015,March,3,spring,Q1
1140,tt1602098,albertnobbs,113,"Drama,Romance",6.7,2011-12-21,7500000,3014696,8539003,11553699,4053699,2011,December,12,winter/holiday,Q4
2949,tt4341582,queenofkatwe,124,"Biography,Drama,Sport",7.4,2016-09-23,15000000,8874389,10055481,18929870,3929870,2016,September,9,Fall,Q3
3127,tt6053438,firstreformed,113,"Drama,Mystery,Thriller",7.1,2018-05-18,3500000,3448256,3874772,7323028,3823028,2018,May,5,spring,Q2
1790,tt1972591,kingarthurlegendofthesword,126,"Action,Adventure,Drama",6.8,2017-05-12,175000000,39175066,139630336,178805402,3805402,2017,May,5,spring,Q2
981,tt1524575,thevaticantapes,91,"Horror,Thriller",5.0,2015-07-24,13000000,1784763,14929184,16713947,3713947,2015,July,7,summer,Q3
1073,tt1566501,forgreaterglorythetruestoryofcristiada,145,"Drama,History,War",6.6,2012-06-01,12000000,5669081,10026255,15695336,3695336,2012,June,6,summer,Q2
536,tt1289419,nsecure,105,"Crime,Drama,Thriller",3.6,2010-10-15,1600000,2595644,2595644,5191288,3591288,2010,October,10,Fall,Q4
3009,tt4701724,earlyman,89,"Adventure,Animation,Comedy",6.1,2018-02-16,50000000,8267544,45285890,53553434,3553434,2018,February,2,winter/holiday,Q1
128,tt0857190,thesweeney,112,"Action,Crime,Drama",6.1,2013-03-01,4500000,26345,8000366,8026711,3526711,2013,March,3,spring,Q1
2260,tt2309788,thegatekeepers,101,"Documentary,History,War",7.6,2013-02-01,1500000,2408553,2592308,5000861,3500861,2013,February,2,winter/holiday,Q1
122,tt0844993,hoodwinkedtoohoodvsevil,86,"Animation,Comedy,Crime",4.8,2011-04-29,30000000,10143779,23353111,33496890,3496890,2011,April,4,spring,Q2
149,tt0935075,rabbithole,91,Drama,7.0,2010-12-17,5000000,2229058,6205034,8434092,3434092,2010,December,12,winter/holiday,Q4
1351,tt1699745,captive,120,"Drama,Thriller",6.0,2015-09-18,2000000,2583301,2791973,5375274,3375274,2015,September,9,Fall,Q3
2989,tt4645330,denial,109,"Biography,Drama",6.7,2016-09-30,10000000,4073448,9263940,13337388,3337388,2016,September,9,Fall,Q3
2285,tt2349460,graceunplugged,102,"Drama,Music",6.2,2013-10-04,1700000,2507159,2507159,5014318,3314318,2013,October,10,Fall,Q4
852,tt1455256,thewall,78,Documentary,9.2,2017-05-12,3000000,1803064,4495262,6298326,3298326,2017,May,5,spring,Q2
1033,tt1549572,anotherearth,92,"Drama,Romance,Sci-Fi",7.0,2011-07-22,175000,1321194,2102779,3423973,3248973,2011,July,7,summer,Q3
719,tt1412528,table19,87,"Comedy,Drama,Romance",5.8,2017-03-03,5000000,3614896,4620399,8235295,3235295,2017,March,3,spring,Q1
1756,tt1943765,morgan,89,"Drama,Romance",6.8,2016-09-02,8000000,3915251,7298786,11214037,3214037,2016,September,9,Fall,Q3
2247,tt2304771,mandelalongwalktofreedom,141,"Biography,Drama,History",7.1,2013-11-29,35000000,8323085,29890402,38213487,3213487,2013,November,11,Fall,Q4
771,tt1440292,submarine,97,"Comedy,Drama,Romance",7.3,2011-06-03,1900000,467602,4581937,5049539,3149539,2011,June,6,summer,Q2
865,tt1462054,letterstogod,110,"Drama,Family",6.3,2010-04-09,3000000,2848587,3237452,6086039,3086039,2010,April,4,spring,Q2
3124,tt6000478,romanjisraelesq,122,"Crime,Drama,Thriller",6.4,2017-11-17,22000000,11962712,12967012,24929724,2929724,2017,November,11,Fall,Q4
1541,tt1791528,inherentvice,148,"Comedy,Crime,Drama",6.7,2014-12-12,20000000,8110975,14772346,22883321,2883321,2014,December,12,winter/holiday,Q4
3167,tt7158430,heartsbeatloud,97,"Comedy,Drama,Music",6.9,2018-06-08,2000000,2386254,2420962,4807216,2807216,2018,June,6,summer,Q2
3036,tt4902904,theresurrectionofgavinstone,91,"Comedy,Drama,Family",6.2,2017-01-20,2000000,2303792,2303792,4607584,2607584,2017,January,1,winter/holiday,Q1
1475,tt1740707,trolljegeren,103,"Drama,Fantasy,Horror",7.0,2011-06-10,3500000,253444,5706638,5960082,2460082,2011,June,6,summer,Q2
179,tt0968264,theconspirator,122,"Crime,Drama,History",6.9,2011-04-15,25000000,11538204,15907411,27445615,2445615,2011,April,4,spring,Q2
2835,tt3742378,quehoraselavolta,112,"Comedy,Drama",7.8,2015-08-28,1200000,376976,3249041,3626017,2426017,2015,August,8,summer,Q3
1241,tt1640711,afewbestmen,97,"Comedy,Romance",5.7,2015-05-05,15000000,0,17224539,17224539,2224539,2015,May,5,spring,Q2
648,tt1373405,theawakening,83,"Horror,Thriller",2.4,2012-08-17,4900000,95933,6924321,7020254,2120254,2012,August,8,summer,Q3
1,tt0326592,theovernight,88,,7.5,2015-06-19,200000,1109808,1165996,2275804,2075804,2015,June,6,summer,Q2
2890,tt4062536,greenroom,95,"Horror,Music,Thriller",7.0,2016-04-15,5000000,3220371,3807503,7027874,2027874,2016,April,4,spring,Q2
1530,tt1781784,burn,86,Documentary,7.5,2012-07-20,225000,1109276,1109276,2218552,1993552,2012,July,7,summer,Q3
1317,tt1675192,takeshelter,121,"Drama,Horror,Thriller",7.4,2011-09-30,4750000,1728953,4972016,6700969,1950969,2011,September,9,Fall,Q3
1385,tt1714210,weekend,97,"Drama,Romance",7.6,2011-09-23,190000,484592,1577585,2062177,1872177,2011,September,9,Fall,Q3
1814,tt1996264,foragoodtimecall,85,Comedy,6.0,2012-08-31,850000,1251749,1386088,2637837,1787837,2012,August,8,summer,Q3
923,tt1502404,driveangry,104,"Action,Fantasy,Thriller",5.4,2011-02-25,50000000,10721033,41042583,51763616,1763616,2011,February,2,winter/holiday,Q1
2623,tt3172532,thediaryofateenagegirl,102,"Comedy,Drama,Romance",6.9,2015-08-07,2000000,1477002,2279959,3756961,1756961,2015,August,8,summer,Q3
1328,tt1682180,stoker,99,"Drama,Thriller",6.8,2013-03-01,12000000,1703125,12034913,13738038,1738038,2013,March,3,spring,Q1
1629,tt1841642,demonic,83,"Horror,Thriller",5.3,2017-10-10,3000000,0,4668109,4668109,1668109,2017,October,10,Fall,Q4
2343,tt2401878,anomalisa,90,"Animation,Comedy,Drama",7.3,2015-12-30,8000000,3759286,5706168,9465454,1465454,2015,December,12,winter/holiday,Q4
2484,tt2692904,locke,85,Drama,7.1,2014-04-25,2000000,1370646,2088390,3459036,1459036,2014,April,4,spring,Q2
3067,tt5203734,columbus,127,Comedy,7.3,2017-08-04,700000,1017107,1110511,2127618,1427618,2017,August,8,summer,Q3
3134,tt6288250,patticake,109,"Drama,Music",6.7,2017-08-18,1000000,800148,1471090,2271238,1271238,2017,August,8,summer,Q3
3103,tt5649108,thoroughbreds,92,"Comedy,Crime,Drama",6.7,2018-03-09,5000000,3072605,3187302,6259907,1259907,2018,March,3,spring,Q1
1091,tt1571234,mortalengines,128,"Action,Adventure,Fantasy",6.1,2018-12-14,100000000,15951040,85287417,101238457,1238457,2018,December,12,winter/holiday,Q4
1426,tt1731697,thelordsofsalem,101,"Horror,Thriller",5.1,2013-04-19,1500000,1165881,1541131,2707012,1207012,2013,April,4,spring,Q2
2386,tt2479800,paloalto,100,Drama,6.2,2014-05-09,1000000,767732,1156309,1924041,924041,2014,May,5,spring,Q2
1788,tt1971352,compliance,90,"Biography,Crime,Drama",6.4,2012-08-17,270000,319285,830700,1149985,879985,2012,August,8,summer,Q3
1904,tt2076220,holymotors,115,"Drama,Fantasy",7.1,2012-10-17,4000000,641054,4230426,4871480,871480,2012,October,10,Fall,Q4
973,tt1518812,meekscutoff,104,"Drama,Western",6.6,2011-04-08,2000000,977772,1869928,2847700,847700,2011,April,4,spring,Q2
448,tt1235170,thefuture,91,"Drama,Fantasy,Romance",6.2,2011-07-29,1000000,568662,1239174,1807836,807836,2011,July,7,summer,Q3
2509,tt2771372,veronicamars,107,"Crime,Drama,Mystery",6.8,2014-03-14,6000000,3322127,3485383,6807510,807510,2014,March,3,spring,Q1
1401,tt1726592,beforeigotosleep,92,"Drama,Horror,Mystery",6.3,2014-10-31,22000000,3242457,19563579,22806036,806036,2014,October,10,Fall,Q4
2639,tt3230082,lachambrebleue,76,"Crime,Romance,Thriller",6.3,2014-10-03,1400000,260441,1945420,2205861,805861,2014,October,10,Fall,Q4
1089,tt1570989,tinyfurniture,98,"Comedy,Drama,Romance",6.2,2010-11-12,50000,391674,424149,815823,765823,2010,November,11,Fall,Q4
2601,tt3099498,tusk,102,"Comedy,Drama,Horror",5.3,2014-09-19,3000000,1821983,1887554,3709537,709537,2014,September,9,Fall,Q3
1489,tt1748207,soundofmyvoice,85,"Drama,Mystery,Sci-Fi",6.6,2012-04-27,135000,408015,429448,837463,702463,2012,April,4,spring,Q2
1005,tt1531663,everythingmustgo,97,"Comedy,Drama",6.4,2011-05-13,5000000,2712131,2821010,5533141,533141,2011,May,5,spring,Q2
1334,tt1684628,circumstance,107,Drama,5.9,2011-08-26,900000,454121,958978,1413099,513099,2011,August,8,summer,Q3
1090,tt1571222,adangerousmethod,99,"Biography,Drama,Romance",6.4,2011-11-23,20000000,5702083,14807531,20509614,509614,2011,November,11,Fall,Q4
1921,tt2101341,deadmandown,118,"Action,Crime,Drama",6.5,2013-03-08,30000000,10895295,19599974,30495269,495269,2013,March,3,spring,Q1
1141,tt1602613,onlygodforgives,90,"Crime,Drama",5.7,2013-07-19,4800000,775849,4494560,5270409,470409,2013,July,7,summer,Q3
1059,tt1560957,iwantyourmoney,92,Documentary,5.1,2010-10-15,400000,433588,433588,867176,467176,2010,October,10,Fall,Q4
1762,tt1945044,exeter,91,"Horror,Mystery,Thriller",4.5,2015-09-01,25000,0,489792,489792,464792,2015,September,9,Fall,Q3
1559,tt1801552,gotti,112,"Biography,Crime,Drama",4.8,2018-06-15,10000000,4286367,6089100,10375467,375467,2018,June,6,summer,Q2
1118,tt1594562,theinnkeepers,101,"Drama,Horror,Mystery",5.5,2012-02-03,750000,78396,1011535,1089931,339931,2012,February,2,winter/holiday,Q1
3175,tt7545524,benisback,103,Drama,6.7,2018-12-07,13000000,3703182,9633111,13336293,336293,2018,December,12,winter/holiday,Q4
1164,tt1612774,rubber,82,"Comedy,Fantasy,Horror",5.8,2011-04-01,500000,100370,680914,781284,281284,2011,April,4,spring,Q2
2295,tt2359024,blueruin,90,"Crime,Drama,Thriller",7.1,2014-04-25,420000,258384,437002,695386,275386,2014,April,4,spring,Q2
387,tt1211890,middleofnowhere,97,Drama,6.4,2012-10-12,200000,236806,236806,473612,273612,2012,October,10,Fall,Q4
2938,tt4266638,krisha,83,Drama,7.2,2016-03-18,30000,144822,144822,289644,259644,2016,March,3,spring,Q1
2201,tt2265398,drinkingbuddies,90,"Comedy,Drama,Romance",6.1,2013-08-23,500000,343706,407100,750806,250806,2013,August,8,summer,Q3
2855,tt3835080,31,102,"Horror,Thriller",5.1,2016-10-21,1500000,779820,922727,1702547,202547,2016,October,10,Fall,Q4
2541,tt2884206,iorigins,106,"Drama,Romance,Sci-Fi",7.4,2014-07-18,1000000,336472,852399,1188871,188871,2014,July,7,summer,Q3
2935,tt4238858,thefits,72,"Drama,Music",6.7,2016-06-03,170000,166425,169242,335667,165667,2016,June,6,summer,Q2
1368,tt1703199,graveencounters,92,Horror,6.1,2011-09-09,2000000,0,2151887,2151887,151887,2011,September,9,Fall,Q3
249,tt1053424,repomen,111,"Action,Crime,Sci-Fi",6.3,2010-03-19,32000000,13942007,18195238,32137245,137245,2010,March,3,spring,Q1
2246,tt2304459,23blast,98,"Drama,Family,Sport",6.5,2014-10-24,1000000,549185,549185,1098370,98370,2014,October,10,Fall,Q4
2304,tt2366608,lostriver,95,"Drama,Fantasy,Mystery",5.8,2015-04-07,2000000,45431,2009644,2055075,55075,2015,April,4,spring,Q2
2334,tt2389182,cheapthrills,88,"Comedy,Crime,Drama",6.7,2014-03-21,100000,59424,59424,118848,18848,2014,March,3,spring,Q1
1707,tt1880418,newlyweds,95,"Comedy,Drama",6.4,2012-01-13,9000,4584,4584,9168,168,2012,January,1,winter/holiday,Q1
